land,date,election,institut,auftraggeber,methode,befragte,zeitraum,CDU/CSU,SPD,GRÜNE,FDP,LINKE,AfD,BSW,FW,PIRATEN,SSW,NPD,BIW,Sonstige,weitere
thueringen,2022-07-13,0,INSA,"TA, OTZ, TLZ",O,1019,04.07.–11.07.,20,13,8,5,24,24,,,,,,,6,
thueringen,2022-08-04,0,Infratest dimap,MDR,TOM,1172,28.07.–02.08.,22,11,7,5,22,25,,,,,,,8,
thueringen,2022-09-21,0,INSA,"TA, OTZ, TLZ",O,1081,07.09.–15.09.,20,11,8,5,23,26,,,,,,,7,
thueringen,2022-11-10,0,INSA,"TA, OTZ, TLZ",O,1108,01.11.–08.11.,21,11,7,5,23,25,,,,,,,5,BfTh=3
thueringen,2023-02-01,0,INSA,"TA, OTZ, TLZ",O,1000,20.01.–27.01.,22,10,6,5,25,26,,,,,,,4,BfTh=2
thueringen,2023-04-26,0,INSA,"TA, OTZ, TLZ",O,1000,17.04.–24.04.,21,11,6,5,22,28,,,,,,,7,
thueringen,2023-07-05,0,Infratest dimap,MDR,TOM,1193,28.06.–03.07.,21,10,5,4,20,34,,,,,,,6,
thueringen,2023-07-13,0,INSA,"TA, OTZ, TLZ",O,1000,03.07.–10.07.,20,10,5,4,22,32,,,,,,,7,
thueringen,2023-09-16,0,INSA,"TA, OTZ, TLZ",O,1000,07.09.–13.09.,21,10,6,4,22,32,,,,,,,5,
thueringen,2023-11-09,0,INSA,"TA, OTZ, TLZ",TOM,1000,30.10.–07.11.,22,9,4,4,20,34,,,,,,,7,
thueringen,2024-01-11,0,Forsa,"RTL, ntv",O,1253,06.01.–10.01.,20,9,5,3,17,36,4,,,,,,6,
thueringen,2024-01-17,0,INSA,"TA, OTZ, TLZ",O,1000,08.01.–15.01.,20,6,5,3,15,31,17,,,,,,3,
thueringen,2024-03-19,0,INSA,"TA, OTZ, TLZ",O,1000,11.03.–18.03.,21,6,5,2,18,31,13,,,,,,3,WU=1
thueringen,2024-03-19,0,Infratest dimap,MDR,TOM,1182,14.03.–18.03.,20,9,5,,16,29,15,,,,,,6,
thueringen,2024-05-01,0,INSA,"TA, OTZ, TLZ",O,1000,22.04.–29.04.,20,7,5,2,16,30,16,,,,,,4,
thueringen,2024-06-18,0,Infratest dimap,MDR,TOM,1172,13.06.–16.06.,23,7,4,,11,28,21,,,,,,6,
thueringen,2024-06-26,0,INSA,"TA, OTZ, TLZ",O,1000,17.06.–24.06.,22,7,4,2,14,29,20,,,,,,2,
thueringen,2024-08-09,0,Forschungsgruppe Wahlen,ZDF,TSM,1015,05.08.–08.08.,21,7,3,,15,30,19,,,,,,5,
thueringen,2024-08-13,0,INSA,"TA, OTZ, TLZ",O,1000,05.08.–12.08.,21,6,3,3,16,30,19,,,,,,2,
thueringen,2024-08-20,0,Forsa,"Stern, RTL",O,1011,07.08.–14.08.,21,7,4,,13,30,18,,,,,,7,
thueringen,2024-08-22,0,Infratest dimap,ARD,TOM,1551,19.08.–21.08.,23,7,3,,13,30,17,,,,,,7,
thueringen,2024-08-23,0,Forschungsgruppe Wahlen,ZDF,TSM,1071,19.08.–22.08.,23,6,4,,14,30,17,,,,,,6,
thueringen,2024-08-24,0,INSA,BamS,TOM,1000,19.08.–23.08.,21,6,3,3,14,30,20,,,,,,3,
thueringen,2024-08-29,0,Forschungsgruppe Wahlen,ZDF,TSM,1859,26.08.–29.08.,23,6,4,,13,29,18,,,,,,7,
thueringen,2024-08-30,0,Forsa,RTL,TOM,1005,27.08.–29.08.,22,7,4,,14,30,17,,,,,,6,
thueringen,2024-09-01,1,,,,,,23.6,6.1,3.2,1.1,13.1,32.8,15.8,,,,,,4.3,
thueringen,2024-11-07,0,INSA,"TA, OTZ, TLZ",O,1000,28.10.–04.11.,25,6,,,13,34,14,,,,,,8,
thueringen,2024-12-11,0,INSA,"TA, OTZ, TLZ",O,1000,02.12.–09.12.,25,7,4,,12,34,14,,,,,,4,
thueringen,2025-02-04,0,INSA,"TA, OTZ, TLZ",O,1000,27.01.–03.02.,25,7,4,,11,35,13,,,,,,5,
thueringen,2025-05-08,0,INSA,"TA, OTZ, TLZ",O,1000,29.04.–06.05.,24,8,3,,14,35,11,,,,,,5,
