land,date,election,institut,auftraggeber,methode,befragte,zeitraum,CDU/CSU,SPD,GRÜNE,FDP,LINKE,AfD,BSW,FW,PIRATEN,SSW,NPD,BIW,Sonstige,weitere
hessen,2014-12-16,0,dimap,CDU LV Hessen,T,1000,10.12.–14.12.,38,27,16,2,7,5,,,,,,,5,
hessen,2015-07-20,0,dimap,CDU LV Hessen,T,1003,06.07.–13.07.,41,27,14,6,6,2,,,,,,,4,
hessen,2015-09-02,0,Forsa,"stern, Frankfurter Neue Presse",T,1009,17.08.–26.08.,38,28,13,5,5,4,,,,,,,7,
hessen,2016-01-20,0,Infratest dimap,Hessischer Rundfunk,T,1000,12.01.–16.01.,34,26,11,5,8,12,,,,,,,4,
hessen,2016-04-18,0,Forsa,Frankfurter Neue Presse,T,1004,01.04.–08.04.,33,27,11,7,6,10,,,,,,,6,
hessen,2016-08-24,0,dimap,CDU LV Hessen,T,1000,15.08.–22.08.,36,27,13,4,6,9,,,,,,,5,
hessen,2017-01-12,0,Infratest dimap,Hessischer Rundfunk,T,1003,05.01.–10.01.,32,24,14,6,8,14,,,,,,,2,
hessen,2018-01-19,0,Infratest dimap,Hessischer Rundfunk,T,1006,09.01.–16.01.,31,25,13,8,8,12,,,,,,,3,
hessen,2018-02-25,0,Forsa,RTL/n-tv,T,1035,08.02.–22.02.,33,23,14,8,7,10,,,,,,,5,
hessen,2018-03-02,0,Allensbach,FDP-LV,F,760,19.12.–31.01.,31,26,12,9,7,11,,,,,,,,
hessen,2018-03-22,0,Forschungsgruppe Wahlen,"FAZ, FFH",T,1011,19.03.–21.03.,31,26,13,7,8,10,,,,,,,5,
hessen,2018-05-17,0,INSA,BILD,TOM,1067,09.05.–16.05.,33,24,13,7,8,11,,,,,,,4,
hessen,2018-06-12,0,Forschungsgruppe Wahlen,"FAZ, FFH",T,1049,04.06.–11.06.,31,25,13,8,8,11,,,,,,,4,
hessen,2018-06-21,0,Infratest dimap,Hessischer Rundfunk,T,1003,14.06.–19.06.,31,22,14,7,7,15,,,,,,,4,
hessen,2018-09-07,0,INSA,BILD,TOM,1039,03.09.–06.09.,29,24,14,7,8,14,,1.5,,,,,2.5,
hessen,2018-09-21,0,Forschungsgruppe Wahlen,ZDF,T,1039,17.09.–19.09.,32,25,15,6,8,11,,,,,,,3,
hessen,2018-09-24,0,Infratest dimap,Hessischer Rundfunk,T,1000,13.09.–19.09.,28,23,17,7,8,14,,,,,,,3,
hessen,2018-10-03,0,Forschungsgruppe Wahlen,"FAZ, FFH",T,1038,24.09.–01.10.,29,23,18,6,8,13,,,,,,,3,
hessen,2018-10-18,0,Forschungsgruppe Wahlen,ZDF,T,1035,15.10.–17.10.,26,20,22,8,8,12,,,,,,,4,
hessen,2018-10-18,0,Infratest dimap,ARD,T,1002,16.10.–17.10.,26,21,20,9,8,12,,,,,,,4,
hessen,2018-10-23,0,INSA,BILD,TOM,1004,18.10.–22.10.,26,21,21,7,8,13,,2,,,,,2,
hessen,2018-10-25,0,Forschungsgruppe Wahlen,ZDF,T,1025,24.10.–25.10.,28,20,20,8,8,12,,,,,,,4,
hessen,2018-10-28,1,,,,,,27,19.8,19.8,7.5,6.3,13.1,,3,,,,,3.6,
hessen,2019-04-26,0,Infratest dimap,Hessischer Rundfunk,T,1001,16.04.–24.04.,27,19,21,9,6,13,,,,,,,5,
hessen,2019-12-24,0,INSA,BILD,TOM,2000,04.12.–16.12.,26,16,23,8,9,13,,3,,,,,2,
hessen,2020-02-17,0,Infratest dimap,Hessischer Rundfunk,T,1000,07.02.–13.02.,26,16,25,7,8,12,,,,,,,6,
hessen,2020-05-14,0,Infratest dimap,Hessischer Rundfunk,T,1005,12.05.–13.05.,36,18,20,7,4,10,,,,,,,5,
hessen,2020-11-03,0,INSA,BILD,O,1018,22.10.–29.10.,30,18,19,6,9,11,,,,,,,7,
hessen,2020-12-09,0,Infratest dimap,Hessischer Rundfunk,T,1003,01.12.–07.12.,34,19,22,7,5,8,,,,,,,5,
hessen,2021-02-25,0,Infratest dimap,Hessischer Rundfunk,T,1001,18.02.–23.02.,32,17,21,7,6,10,,,,,,,7,
hessen,2021-10-22,0,INSA,BILD,TOM,1253,11.10.–19.10.,20,26,20,11,5,11,,3,,,,,4,
hessen,2022-03-04,0,Infratest dimap,Hessischer Rundfunk,TOM,1169,28.02.–02.03.,27,24,20,9,5,7,,,,,,,8,
hessen,2022-04-12,0,INSA,BILD,O,1000,04.04.–11.04.,24,24,19,8,5,10,,3,,,,,7,
hessen,2022-10-19,0,Infratest dimap,Hessischer Rundfunk,TOM,1161,12.10.–15.10.,27,22,22,6,3,12,,,,,,,8,
hessen,2023-03-14,0,Infratest dimap,Hessischer Rundfunk,TOM,1177,07.03.–11.03.,32,20,22,5,3,11,,,,,,,7,
hessen,2023-05-04,0,INSA,BILD,O,1000,17.04.–24.04.,30,21,20,7,4,12,,3,,,,,3,
hessen,2023-06-16,0,INSA,BILD,O,1000,05.06.–12.06.,29,22,18,7,4,13,,3,,,,,4,
hessen,2023-08-25,0,Forschungsgruppe Wahlen,"FAZ, FFH",T,1005,21.08.–23.08.,31,20,18,6,3,15,,,,,,,7,
hessen,2023-09-08,0,Forschungsgruppe Wahlen,ZDF,TSM,1107,04.09.–07.09.,30,19,19,6,3,16,,,,,,,7,
hessen,2023-09-13,0,INSA,BILD,O,1000,04.09.–11.09.,29,20,19,6,3,15,,4,,,,,4,
hessen,2023-09-14,0,Infratest dimap,Hessischer Rundfunk,TOM,1170,05.09.–09.09.,31,18,17,5,3,17,,3,,,,,6,
hessen,2023-09-28,0,Infratest dimap,ARD,TOM,1515,25.09.–27.09.,31,16,17,6,4,15,,4,,,,,7,
hessen,2023-09-29,0,Forschungsgruppe Wahlen,ZDF,TSM,1041,25.09.–28.09.,32,17,17,5,3,16,,4,,,,,6,
hessen,2023-10-04,0,INSA,BILD,O,1000,25.09.–02.10.,31,16,16,5,4,16,,5,,,,,7,
hessen,2023-10-05,0,Forschungsgruppe Wahlen,ZDF,TSM,1000,04.10.–05.10.,32,17,17,5,3,16,,4,,,,,6,
hessen,2023-10-08,1,,,,,,34.6,15.1,14.8,5,3.1,18.4,,3.5,,,,,5.5,
hessen,2024-04-13,0,INSA,BILD,O,1000,02.04.–09.04.,33,14,12,4,3,18,6,4,,,,,,Son=6
hessen,2024-04-26,0,Infratest dimap,Hessischer Rundfunk,TOM,1159,18.04.–23.04.,37,15,15,5,,16,3,,,,,,,Son=9
hessen,2024-08-13,0,INSA,BILD,O,1000,05.08.–12.08.,32,13,13,5,2,18,8,4,,,,,,Son=5
hessen,2024-12-19,0,Forsa,Osthessen News,T,1003,22.11.–11.12.,38,15,14,3,3,16,3,,,,,,,Son=8
hessen,2025-03-25,0,INSA,BILD,O,1000,11.03.–18.03.,31,14,12,3,9,19,5,2,,,,,,Son=5
hessen,2025-06-23,0,Infratest dimap,Hessischer Rundfunk,TOM,1150,12.06.–18.06.,36,13,14,4,6,18,3,,,,,,,Son=6
hessen,2025-10-09,0,INSA,BILD,O,1000,30.09.–07.10.,32,15,12,4,7,20,3,3,,,,,,Son=4
hessen,2026-02-02,0,Infratest dimap,Hessischer Rundfunk,TOM,1148,26.01.–29.01.,32,16,14,3,6,20,,,,,,,9,
hessen,2026-03-18,0,INSA,BILD,O,1001,03.03.–12.03.,31,15,13,4,6,21,3,3,,,,,,Son=4
hessen,2026-04-29,0,INSA,BILD,O,1000,14.04.–21.04.,30,15,13,3,7,22,,4,,,,,6,
mecklenburg-vorpommern,1990-10-14,1,,,,,,38.3,27,4.2,5.5,15.7,,,,,,0.2,,4,Forum=2.9;=2.2
mecklenburg-vorpommern,1994-02-20,0,Emnid,DER SPIEGEL,??.02.–??.02.,,,17,36,10,10,17,,,,,,,,,REP=5
mecklenburg-vorpommern,1994-10-16,1,,,,,,37.7,29.5,3.7,3.8,22.7,,,,,,0.1,,1.5,REP=1
mecklenburg-vorpommern,1998-03-20,0,Emnid,Schweriner Volkszeitung,,,,39,20,,,5,,,,,,,,,
mecklenburg-vorpommern,1998-04-08,0,Infratest dimap,Ostsee- Zeitung,904 09.02.–29.03.,,,28,43,5,2,19,,,,,,,,3,
mecklenburg-vorpommern,1998-07-21,0,Infratest dimap,NDR,,,,26,39,4,2,23,,,,,,,,1,Rechtsradik.=5
mecklenburg-vorpommern,1998-08-08,0,Emnid,Schweriner Volkszeitung,,,,28,39,4,2,20,,,,,,,,4,Rechtsradik.=4
mecklenburg-vorpommern,1998-08-26,0,Infratest dimap,Ostsee- Zeitung,,,,28,41,4,2,20,,,,,,,,5,
mecklenburg-vorpommern,1998-09-12,0,Emnid,Schweriner Volkszeitung,750 01.09.–05.09.,,,,,,,15,,,,,,,,,
mecklenburg-vorpommern,1998-09-27,1,,,,,,30.2,34.3,2.7,1.6,24.4,,,,,,1.1,,5.7,
mecklenburg-vorpommern,1999-02-26,0,Infratest dimap,Ostsee- Zeitung,912 11.01.–21.02.,,,37,38,,,17,,,,,,,,8,
mecklenburg-vorpommern,1999-09-25,0,Emnid,Schweriner Volkszeitung,750 13.09.–18.09.,,,42,26,,,24,,,,,,,,,Rechtsradik.=3
mecklenburg-vorpommern,2000-09-30,0,Infratest dimap,Ostsee- Zeitung,1.000 18.09.–24.09.,,,36,32,,,24,,,,,,,,,
mecklenburg-vorpommern,2001-05-16,0,Emnid,Schweriner Volkszeitung,,,,35,32,3,5,21,,,,,,,,4,
mecklenburg-vorpommern,2001-11-03,0,Emnid,Schweriner Volkszeitung,,,,32,32,3,4,24,,,,,,,,5,
mecklenburg-vorpommern,2002-01-24,0,Infratest dimap,NDR,,,,37,29,2,3,23,,,,,,,,1,Schill=5
mecklenburg-vorpommern,2002-01-29,0,Emnid,Schweriner Volkszeitung,,,,39,32,1,3,17,,,,,,,,1,Schill=7
mecklenburg-vorpommern,2002-05-23,0,Emnid,CDU,,,,41,30,1,4,19,,,,,,,,5,
mecklenburg-vorpommern,2002-06-22,0,Emnid,Schweriner Volkszeitung,,,,38,30,3,7,18,,,,,,,,2,Schill=2
mecklenburg-vorpommern,2002-07-03,0,Infratest dimap,NDR,,,,36,35,1,5,20,,,,,,,,1,Schill=2
mecklenburg-vorpommern,2002-08-02,0,Emnid,Schweriner Volkszeitung,750,,,39,32,3,5,19,,,,,,,,2,
mecklenburg-vorpommern,2002-08-12,0,Emnid,Schweriner Volkszeitung,,,,39,33,3,5,18,,,,,,,,2,
mecklenburg-vorpommern,2002-08-19,0,Emnid,Antenne Meckl.-Vorp.,,,,38,32,3,5,18,,,,,,,,4,
mecklenburg-vorpommern,2002-08-26,0,Emnid,Antenne Meckl.-Vorp.,,,,38,35,3,4,15,,,,,,,,5,
mecklenburg-vorpommern,2002-08-28,0,Infratest dimap,NDR,1.000,,,33,36,2,4,20,,,,,,,,5,
mecklenburg-vorpommern,2002-09-01,0,Forschungsgruppe Wahlen,ZDF,1.000,,,33,38,4,4,18,,,,,,,,3,
mecklenburg-vorpommern,2002-09-02,0,Emnid,Antenne Meckl.-Vorp.,750,,,36,37,3,3,17,,,,,,,,4,
mecklenburg-vorpommern,2002-09-04,0,Infratest dimap,NDR,,,,35,37,2,4.5,18.5,,,,,,,,3,
mecklenburg-vorpommern,2002-09-09,0,Emnid,Antenne Meckl.-Vorp.,,,,34,37,3,4,18,,,,,,,,4,
mecklenburg-vorpommern,2002-09-12,0,Infratest dimap,NDR,1.000,,,33,40,2,4,17,,,,,,,,4,
mecklenburg-vorpommern,2002-09-16,0,Emnid,Antenne Meckl.-Vorp.,,,,33,37,3,3,19,,,,,,,,5,
mecklenburg-vorpommern,2002-09-22,1,,,,,,31.4,40.6,2.6,4.7,16.4,,,,,,0.8,,3.5,
mecklenburg-vorpommern,2003-03-01,0,Emnid,Schweriner Volkszeitung,,,,40,33,4,5,14,,,,,,,,4,
mecklenburg-vorpommern,2003-06-21,0,Emnid,Schweriner Volkszeitung,750,,,37,35,5,5,14,,,,,,,,4,
mecklenburg-vorpommern,2003-11-07,0,Emnid,Schweriner Volkszeitung,750,,,41,26,6,5,19,,,,,,,,3,
mecklenburg-vorpommern,2004-05-08,0,Emnid,Schweriner Volkszeitung,752,,,39,28,7,6,17,,,,,,,,3,
mecklenburg-vorpommern,2004-09-25,0,Emnid,Schweriner Volkszeitung,750 KW 39,,,31,28,7,5,21,,,,,,3,,2,DVU=2;REP=1
mecklenburg-vorpommern,2005-08-15,0,Emnid,Schweriner Volkszeitung,500 08.08.–11.08.,,,31,20,6,6,34,,,,,,,,3,
mecklenburg-vorpommern,2005-08-29,0,Emnid,Schweriner Volkszeitung,500 22.08.–25.08.,,,32,22,5,6,31,,,,,,,,4,
mecklenburg-vorpommern,2005-09-10,0,Emnid,Schweriner Volkszeitung,500 05.09.–08.09.,,,35,26,4,5,25,,,,,,,,5,
mecklenburg-vorpommern,2006-02-22,0,Infratest,Friedrich-Ebert- Stiftung,1.000 Ende Nov. 2005,,,29,34,4,5,24,,,,,,,,4,
mecklenburg-vorpommern,2006-06-12,0,Emnid,CDU MV,1.009 19.05.–30.05.,,,31,30,4,7,23,,,,,,4,,1,
mecklenburg-vorpommern,2006-07-12,0,Infratest dimap,NDR,1.000 10.07.–11.07.,,,32,31,4,7,21,,,,,,,,2,Rechte=3
mecklenburg-vorpommern,2006-07-24,0,Emnid,FDP MV,1.001 05.07.–12.07.,,,33,31,4,7,21,,,,,,,,1,Rechte=3
mecklenburg-vorpommern,2006-08-03,0,Infratest dimap,ARD,1.000 31.07.–02.08.,,,33,29,4,6,22,,,,,,4,,2,
mecklenburg-vorpommern,2006-08-12,0,Emnid,Schweriner Volkszeitung,500 07.08.–10.08.,,,31,29,4,7,22,,,,,,3,,1,WASG=3
mecklenburg-vorpommern,2006-08-23,0,Forsa,Ostsee- Zeitung,1.003 16.08.–18.08.,,,30,28,4,7,24,,,,,,4,,3,
mecklenburg-vorpommern,2006-08-25,0,Emnid,Schweriner Volkszeitung,500 22.08.–24.08.,,,31,28,3,7,23,,,,,,4,,2,WASG=2
mecklenburg-vorpommern,2006-08-25,0,Infratest dimap,NDR,1.000 20.08.–23.08.,,,30,31,3,6,23,,,,,,4,,3,
mecklenburg-vorpommern,2006-09-01,0,Infratest dimap,NDR,1.000 27.08.–30.08.,,,31,30,4,6,21,,,,,,6,,2,
mecklenburg-vorpommern,2006-09-07,0,Infratest dimap,NDR,1.000 04.09.–06.09.,,,30,31,4,7,20,,,,,,6,,2,
mecklenburg-vorpommern,2006-09-08,0,Emnid,Schweriner Volkszeitung,500 05.09.–07.09.,,,31,29,3,7,21,,,,,,7,,1,WASG=1
mecklenburg-vorpommern,2006-09-08,0,Forschungsgruppe Wahlen,ZDF,1.116 04.09.–07.09.,,,33,29,4,7,18,,,,,,7,,2,
mecklenburg-vorpommern,2006-09-17,1,,,,,,28.8,30.2,3.4,9.6,16.8,,,,,,7.3,,3.9,
mecklenburg-vorpommern,2007-09-20,0,Forsa,n-tv,1.009 20.08.–18.09.,,,31,28,3,9,18,,,,,,7,,4,
mecklenburg-vorpommern,2007-10-17,0,Infratest,SPD- LV MV,1.000 08.10.–11.10.,,,32,34,3,7,17,,,,,,4,,3,
mecklenburg-vorpommern,2009-01-13,0,polis+sinus,Staatskanzlei MV,1.205 01.12.–16.12.,,,30,27,3,11,23,,,,,,4,,2,
mecklenburg-vorpommern,2009-05-15,0,Infratest dimap,NDR,1.000 11.05.–13.05.,,,32,25,5,10,22,,,,,,4,,2,
mecklenburg-vorpommern,2011-01-21,0,Forsa,Ostsee- Zeitung,601 03.01.–06.01.,,,29,32,8,6,15,,,,,,5,,5,
mecklenburg-vorpommern,2011-03-03,0,Emnid,"SVZ, Nordkurier",1.000 25.02.–01.03.,,,29,34,6,5,17,,,,,,4,,4,
mecklenburg-vorpommern,2011-04-13,0,Infratest dimap,NDR,1.001 08.04.–11.04.,,,27,34,10,3,20,,,,,,3,,3,
mecklenburg-vorpommern,2011-06-29,0,Infratest dimap,NDR,1.000 24.06.–28.06.,,,30,34,8,4,17,,,,,,4,,3,
mecklenburg-vorpommern,2011-08-04,0,Infratest dimap,NDR,1.001 29.07.–02.08.,,,30,34,8,3,18,,,,,,4,,3,
mecklenburg-vorpommern,2011-08-07,0,Emnid,Focus,1.007 29.07.–04.08.,,,29,34,7,3,19,,,,,,,,4,Rechte=4
mecklenburg-vorpommern,2011-08-14,0,Emnid,"SVZ, Nordkurier",1.000 08.08.–11.08.,,,28,34,7,4,19,,,,,,4,,4,
mecklenburg-vorpommern,2011-08-19,0,Infratest dimap,NDR,1.000 12.08.–17.08.,,,28,37,7,3.5,17.5,,,,,,4,,3,
mecklenburg-vorpommern,2011-08-24,0,Forsa,Ostsee- Zeitung,602 15.08.–18.08.,,,27,34,7,5,17,,,,,,5,,5,
mecklenburg-vorpommern,2011-08-25,0,Infratest dimap,ARD,1.000 23.08.–25.08.,,,26,36,8,4.5,17,,,,,,4.5,,4,
mecklenburg-vorpommern,2011-08-26,0,Forschungsgruppe Wahlen,ZDF,1.349 22.08.–25.08.,,,28,35,8,4,16.5,,,,,,4.5,,4,
mecklenburg-vorpommern,2011-09-04,1,,,,,,23,35.6,8.7,2.8,18.4,,,,1.9,,6,,3.7,
mecklenburg-vorpommern,2013-08-17,0,Emnid,"SVZ, Nordkurier",T,750,09.08.–13.08.,28,32,8,2,20,,,,,,5,,5,
mecklenburg-vorpommern,2013-09-14,0,Emnid,"SVZ, Nordkurier",T,750,06.09.–10.09.,28,31,8,2,19,,,,,,5,,7,
mecklenburg-vorpommern,2014-03-08,0,Marktforschungsservice Dukath,Ostsee- Zeitung,T,800,24.02.–28.02.,31.8,32.7,6.2,1.7,19.4,2.3,,,2,,1.1,,2.9,
mecklenburg-vorpommern,2014-05-07,0,Infratest dimap,"NDR, SVZ",T,1001,02.05.–05.05.,34,29,5,2,20,4,,,,,3,,3,
mecklenburg-vorpommern,2015-01-15,0,Marktforschungsservice Dukath,Ostsee- Zeitung,T,750,05.01.–09.01.,30.6,34.3,9.7,1.6,17.4,4.1,,,0.5,,1.4,,0.4,
mecklenburg-vorpommern,2016-01-21,0,Marktforschungsservice Dukath,Ostsee- Zeitung,T,750,06.01.–13.01.,27.2,28.4,9.5,8,20.1,5.5,,,,,1.3,,0.2,
mecklenburg-vorpommern,2016-02-16,0,INSA,BILD,T,1002,03.02.–09.02.,29,22,5,4,19,16,,,,,4,,1,
mecklenburg-vorpommern,2016-04-28,0,Infratest dimap,"NDR, NK, OZ, SVZ",T,1000,21.04.–26.04.,24,22,8,4,16,18,,,,,4,,4,
mecklenburg-vorpommern,2016-06-30,0,Infratest dimap,"NDR, NK, OZ, SVZ",T,1002,23.06.–27.06.,25,22,7,3,17,19,,,,,4,,3,
mecklenburg-vorpommern,2016-08-12,0,INSA,BILD,T,1000,02.08.–09.08.,23,24,6,3,19,19,,,,,3,,3,
mecklenburg-vorpommern,2016-08-18,0,Infratest dimap,"NDR, NK, OZ, SVZ",T,1003,11.08.–16.08.,23,26,6,3,16,19,,,,,3,,4,
mecklenburg-vorpommern,2016-08-25,0,Infratest dimap,ARD,T,1003,23.08.–24.08.,22,27,5,3,14,21,,,,,3,,5,
mecklenburg-vorpommern,2016-08-26,0,Forschungsgruppe Wahlen,ZDF,T,1020,23.08.–25.08.,22,28,6,,13,21,,,,,3,,7,
mecklenburg-vorpommern,2016-08-31,0,INSA,Cicero,T,10312908,,20,28,6,2,15,23,,,,,2,,4,
mecklenburg-vorpommern,2016-09-01,0,Forschungsgruppe Wahlen,ZDF,T,1133,31.08.–01.09.,22,28,6,3,13,22,,,,,,,6,
mecklenburg-vorpommern,2016-09-04,1,,,,,,19,30.6,4.8,3,13.2,20.8,,,,,3,,5.6,
mecklenburg-vorpommern,2017-01-19,0,Forsa,Ostsee- Zeitung,T,1002,09.01.–16.01.,21,32,4,4,13,18,,,,,,,8,
mecklenburg-vorpommern,2017-07-23,0,INSA,Nordkurier,T,1608,30.06.–14.07.,22,31.5,4.5,3.5,13.5,20.5,,,,,,,4.5,
mecklenburg-vorpommern,2018-01-18,0,Forsa,Ostsee- Zeitung,T,1001,02.01.–11.01.,20,28,5,5,15,19,,,,,,,8,
mecklenburg-vorpommern,2018-06-30,0,Forsa,Schweriner Volkszeitung,T,1002,24.05.–28.06.,18,25,8,4,16,22,,,,,,,7,
mecklenburg-vorpommern,2019-01-17,0,Forsa,Ostsee- Zeitung,T,1007,04.01.–11.01.,22,22,10,4,16,18,,,,,,,8,
mecklenburg-vorpommern,2019-09-27,0,Forsa,"NDR, Ostsee- Zeitung",T,1002,18.09.–23.09.,21,22,12,5,12,20,,,,,,,8,
mecklenburg-vorpommern,2020-01-16,0,Forsa,Ostsee- Zeitung,T,1002,02.01.–10.01.,20,19,13,5,14,19,,,,,,,10,
mecklenburg-vorpommern,2020-06-09,0,Infratest dimap,NDR,T,1004,03.06.–06.06.,29,24,10,4,13,15,,,,,,,5,
mecklenburg-vorpommern,2020-11-25,0,Infratest dimap,"NDR, OZ, SVZ",T,1000,18.11.–21.11.,27,27,10,3,12,15,,,,,,,6,
mecklenburg-vorpommern,2021-01-21,0,Forsa,Ostsee- Zeitung,T,1002,12.01.–15.01.,24,26,10,3,16,14,,,,,,,7,
mecklenburg-vorpommern,2021-05-20,0,Infratest dimap,"NDR, OZ, SVZ",TOM,1245,12.05.–18.05.,21,23,14,6,11,17,,,,,,,8,
mecklenburg-vorpommern,2021-07-01,0,INSA,BILD,TOM,1002,21.06.–30.06.,20,26,8,6,13,19,,3,,,,,5,
mecklenburg-vorpommern,2021-07-15,0,Infratest dimap,"NDR, OZ, SVZ",TOM,1159,08.07.–13.07.,23,27,7,7,12,16,,,,,,,8,
mecklenburg-vorpommern,2021-07-25,0,INSA,Nordkurier,TOM,1098,16.07.–22.07.,20,26,9,7,13,19,,,,,,,6,
mecklenburg-vorpommern,2021-08-15,0,INSA,Nordkurier,TOM,1000,06.08.–12.08.,18,28,8,7,14,17,,,,,,,8,
mecklenburg-vorpommern,2021-08-26,0,Infratest dimap,"NDR, OZ, SVZ",TOM,1153,19.08.–24.08.,15,36,6,8,11,17,,,,,,,7,
mecklenburg-vorpommern,2021-09-09,0,Infratest dimap,"NDR, OZ, SVZ",TOM,1153,02.09.–07.09.,14,39,6,7,10,17,,,,,,,7,
mecklenburg-vorpommern,2021-09-17,0,Forschungsgruppe Wahlen,ZDF,T,1028,13.09.–16.09.,15,38,6,6,11,17,,,,,,,7,
mecklenburg-vorpommern,2021-09-17,0,INSA,Nordkurier,TOM,1064,10.09.–16.09.,12,40,7,6,11,18,,,,,,,6,
mecklenburg-vorpommern,2021-09-17,0,Infratest dimap,ARD,TOM,1533,13.09.–15.09.,15,40,6,5,10,15,,,,,,,9,
mecklenburg-vorpommern,2021-09-23,0,Forschungsgruppe Wahlen,ZDF,T,1015,20.09.–22.09.,14,39,7,5.5,11,16,,,,,,,7.5,
mecklenburg-vorpommern,2021-09-24,0,INSA,Cicero,TOM,1058,20.09.–24.09.,13,40,7,5,11,17,,,,,,,7,
mecklenburg-vorpommern,2021-09-26,1,,,,,,13.3,39.6,6.3,5.8,9.9,16.7,,,,,,,8.4,
mecklenburg-vorpommern,2022-02-14,0,INSA,Nordkurier,TOM,1000,31.01.–07.02.,16,36,6,6,11,17,,,,,,,8,
mecklenburg-vorpommern,2022-03-24,0,Forsa,Ostsee- Zeitung,T,1001,14.03.–18.03.,16,34,7,5,12,16,,,,,,,10,
mecklenburg-vorpommern,2022-04-29,0,INSA,Nordkurier,TOM,1018,25.04.–28.04.,16,35,6,6,11,18,,,,,,,8,
mecklenburg-vorpommern,2022-06-08,0,Infratest dimap,NDR,TOM,1183,01.06.–04.06.,19,30,11,4,9,19,,,,,,,8,
mecklenburg-vorpommern,2022-10-19,0,Infratest dimap,NDR,TOM,1168,13.10.–18.10.,17,28,8,4,11,24,,,,,,,8,
mecklenburg-vorpommern,2023-01-26,0,Forsa,Ostsee- Zeitung,TOM,1004,18.01.–23.01.,18,27,9,4,12,21,,,,,,,9,
mecklenburg-vorpommern,2023-04-14,0,INSA,Nordkurier,TOM,1000,03.04.–11.04.,19,28,6,5,11,25,,,,,,,6,
mecklenburg-vorpommern,2023-07-06,0,INSA,Nordkurier,TOM,1000,26.06.–03.07.,18,27,6,4,10,29,,,,,,,6,
mecklenburg-vorpommern,2023-09-19,0,Infratest dimap,NDR,TOM,1182,13.09.–16.09.,18,23,8,3,8,32,,,,,,,8,
mecklenburg-vorpommern,2024-01-19,0,Forsa,Ostsee- Zeitung,TOM,1002,10.01.–16.01.,18,21,8,3,8,31,5,,,,,,6,
mecklenburg-vorpommern,2024-05-09,0,Infratest dimap,NDR,TOM,1177,02.05.–07.05.,21,21,8,,5,26,10,,,,,,9,
mecklenburg-vorpommern,2024-05-15,0,Forsa,Ostsee- Zeitung,TOM,1005,25.04.–03.05.,19,20,7,3,6,25,14,,,,,,6,
mecklenburg-vorpommern,2024-06-06,0,INSA,Nordkurier,O,1000,27.05.–03.06.,20,23,6,4,5,25,14,,,,,,3,
mecklenburg-vorpommern,2024-09-25,0,INSA,Nordkurier,O,1000,16.09.–23.09.,21,20,5,2,4,25,17,,,,,,6,
mecklenburg-vorpommern,2024-11-03,0,Infratest dimap,NDR,TOM,1153,23.10.–28.10.,19,22,4,,5,28,14,,,,,,8,
mecklenburg-vorpommern,2024-12-04,0,INSA,Nordkurier,O,1000,18.11.–25.11.,19,21,5,2,5,27,16,,,,,,5,
mecklenburg-vorpommern,2025-01-28,0,Infratest dimap,NDR,TOM,1185,20.01.–25.01.,17,22,6,3,7,30,10,,,,,,5,
mecklenburg-vorpommern,2025-02-07,0,Forsa,Ostsee- Zeitung,TOM,1004,28.01.–03.02.,16,21,7,3,8,29,9,,,,,,7,
mecklenburg-vorpommern,2025-04-28,0,INSA,Nordkurier,O,1000,08.04.–15.04.,17,21,5,,15,29,6,,,,,,7,
mecklenburg-vorpommern,2025-09-25,0,Infratest dimap,NDR,TOM,1151,18.09.–23.09.,13,19,5,,12,38,7,,,,,,6,
mecklenburg-vorpommern,2026-01-27,0,Infratest dimap,NDR,TOM,1145,21.01.–24.01.,13,25,4,,12,35,6,,,,,,5,
mecklenburg-vorpommern,2026-02-19,0,Forsa,Ostsee- Zeitung,TOM,1003,09.02.–16.02.,13,23,4,2,11,37,5,,,,,,5,
mecklenburg-vorpommern,2026-03-17,0,INSA,Nordkurier,O,1000,06.03.–16.03.,12,26,5,3,10,34,5,,,,,,5,
mecklenburg-vorpommern,2026-05-13,0,Infratest dimap,NDR,TOM,1153,07.05.–11.05.,10,27,4,,13,36,5,,,,,,5,
mecklenburg-vorpommern,2026-06-22,0,INSA,Nordkurier,O,1000,11.06.–18.06.,10,28,4,3,11,35,6,,,,,,3,
mecklenburg-vorpommern,2026-07-09,0,Infratest dimap,NDR,TOM,1167,02.07.–06.07.,9,29,5,,12,36,4,,,,,,5,
mecklenburg-vorpommern,2026-08-13,0,INSA,Nordkurier,O,1000,04.08.–11.08.,10,29,5,3,11,36,4,,,,,,2,
mecklenburg-vorpommern,2026-09-02,0,Forsa,Ostsee- Zeitung,TOM,1047,21.08.–27.08.,10,28,5,,11,37,4,,,,,,5,
mecklenburg-vorpommern,2026-09-03,0,Infratest dimap,NDR,TOM,1215,26.08.–31.08.,8,32,5,,11,35,4,,,,,,5,
mecklenburg-vorpommern,2026-09-10,0,INSA,Nordkurier,O,1000,01.09.–08.09.,7,33,5,,11,36,4,,,,,,4,
mecklenburg-vorpommern,2026-09-10,0,Infratest dimap,ARD,TOM,1565,07.09.–09.09.,7,33,5,,9,38,4,,,,,,4,
mecklenburg-vorpommern,2026-09-10,0,pollytix,Campact,TOM,1252,08.09.–09.09.,6,30,6,2,12,36,5,,,,,,3,
